incident code,customer company group,customer company,create date-time,resolution date-time,incident status,incident description,support group,tower group,domain group,priority,urgency,resolution description,assigned organization,inc.category,last modified date,inc type,inc element,aging,localizacion cliente,departamento cliente
INC000001484787,IBERIA,IBERIA,01/02/2021 12:59,01/02/2021 12:59,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,NEO-MARTINEZ VILLERGAS 49,RESP. LOGÍSTICA (ABA000)
INC000001484788,IBERIA,IBERIA,01/02/2021 12:54,01/02/2021 12:54,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad para poder reiniciarle la contraseña.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001484789,IBERIA,IBERIA,01/02/2021 12:57,02/02/2021 12:59,Closed,FB2-P50KL2390773237MA [HNVBE] DEVOLUCION USO AL BONO (01/02),AM_MTO_IBCOM,Application Tower,Ib.com,Baja,4-Baja,"Issue Description : Devolución bono por no emisión, voucher consumed but emission not done. Business Impact -: Voucher can not be used again for booking ticket.. Analysis : While using voucher for the ticket, voucher got consumed but ticket not issued / got cancelled for whatever reason Action taken:updated the voucher association with previous PNR so that user can again use voucher. Problem Ticket : not required as it is user specific issue. Prevent Measures :not required as it is user specific issue",MANTENIMIENTO IB.COM,INCIDENT,06/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,1,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001484790,IBERIA,IBERIA,01/02/2021 12:59,01/02/2021 13:53,Closed,Incidencia SIEBEL sala vip,JUMBO_ELS,UNKNOW,UNKNOW,Baja,4-Baja,Se habla con usuario y se informa que el mensaje tiene que enviarse desde Salesforce.,Mantenimiento Aeropuertos,INCIDENT,05/02/2021,DATA ISSUE,,0,SIN IDENTIFICAR (MADRID BARAJAS),PREMIUM HUB MAD BJS (BCLTP0BJ)
INC000001484791,IBERIA,IBERIA,01/02/2021 13:06,01/02/2021 13:06,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,TALLER MOTORES,MONTAJE (AMITM0EA)
INC000001484793,IBERIA,IBERIA,01/02/2021 13:51,01/02/2021 13:51,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,MANDOS,CUSTOMER CENTER NZI (ALT000NZ)
INC000001484796,IBERIA,IBERIA,01/02/2021 13:08,01/02/2021 13:08,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),FLOTA A320 (AVVIC0A0)
INC000001484797,IBERIA,IBERIA,01/02/2021 13:22,01/02/2021 13:22,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,TALLER MOTORES,MONTAJE (AMITM0EA)
INC000001484798,IBERIA,IBERIA,01/02/2021 13:50,01/02/2021 13:50,Closed,Información petición,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.,Unidad Control del Servicio,INCIDENT,05/02/2021,PERFORMANCE ISSUE,,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001484800,IBERIA,IBERIA,01/02/2021 13:24,01/02/2021 13:24,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,BCN AEROPUERTO,CARRETEO CARGA (AHABU0AC)
INC000001484801,IBERIA,IBERIA,01/02/2021 13:18,19/02/2021 10:04,Closed,"(Pendiente aprov)Fallo Software:DESKTOP el escritorio pierde los iconos, archivos, se queda en negro",IAG EUC Support,EUC,EUC,Media,3-Medio,(EUC) Se indica al usuario que para pasar de DESKTOP a LAPTOP debe abrir una WO con aprobación.,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,23/02/2021,SOFTWARE FAILURE,,18,TALLER MOTORES,MANAGER. INGENIERIA (MOTO (AMITX0)
INC000001484802,IBERIA,IBERIA,01/02/2021 13:25,01/02/2021 13:25,Closed,Información petición.,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente mediante correo electrónico.,Unidad Control del Servicio,INCIDENT,05/02/2021,PERFORMANCE ISSUE,,0,SIN IDENTIFICAR,
INC000001484803,IAG CARGO,IBERIA,01/02/2021 13:22,01/02/2021 13:29,Closed,"alert iagcargo2 in Component:threadpool,State:HEALTH_WARN,MBean:ThreadPoolRuntime,ReasonCode:[Thread",CARGO-PORTAL,Application Tower,CARGO,Media,3-Medio,"[Issue]:alert iagcarg2 in Component:threadpool,State:HEALTH_WARN,MBean:ThreadPoolRuntime,ReasonCode:[Thread [Impact]:Custom security will not be declared [Analysis]:We have checked the application logs and the max-streaming session has reached to 10. The weblogic server restarted automatically. [Step Taken to Resolve]: N/A [Problem Ticket Required? (Yes, No).]:No [Can this incident be prevented? (Yes, No)]:No",Mantenimiento Cargo,INCIDENT,05/02/2021,PERFORMANCE ISSUE,,0,SIN IDENTIFICAR,
INC000001484805,IBERIA,IBERIA,01/02/2021 13:31,01/02/2021 14:30,Closed,Y - MFA Multifactor authentication - Ping ID: Problemas de conexion VPN,IAG EUC Remote Support,EUC,EUC,Alta,2-Alta,Took remote and deleted the pulse secure in registry. it is working now. Hence with user confirmation we are closing the ticket.,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,05/02/2021,DEFAULT,,0,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),MANAGER CLIENTES ALTO VAL (ALCO00)
INC000001484808,IBERIA,IBERIA,01/02/2021 13:27,04/02/2021 16:46,Closed,LINUX_ibm - exa2db01.ib : Filesystem u01 esta ocupado al 90.00%. Avisar al OnCall de DBA-SERVER-SUPP,DBA-Server-Support,Server Tower,Server Tower,Media,3-Medio,"[DBA]: /dev/mapper/VGExaDb-LVDbOra1 119G 79G 34G 71% /u01 Deleted old logs. Now, /u01 mount point is under threshold.",Unidad de Operaciones Ordenadores,INCIDENT,08/02/2021,ACCESS FAILURE,PASSWORD,3,SIN IDENTIFICAR,
INC000001484809,IBERIA,IBERIA,01/02/2021 13:29,01/02/2021 13:29,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (BARCELONA),TALLER MECANICO (AHABU0EM)
INC000001484810,IAG CARGO,IAG GBS,01/02/2021 13:35,08/02/2021 13:05,Closed,[OPTIMA] OPTIMA IB shows blank page while closing the booking INC0146841,CARGO-OPTIMA,Application Tower,CARGO,Baja,4-Baja,"Closure Comment ================ [Issue]- OPTIMA IB shows blank page while closing the booking [Impact]- CARGO booking will not be happen. Will be revenue loss due to this. [Analysis] - We have checked and found that application was working fine. [Step Taken to Resolve] - We have asked with user and user has confirmed that issue is resolved now. [Can this incident be prevented? (Yes, No)] - NA ==================== 2.4-CHaser has been sent to the user 2.1-[OPTIMA]-Have asked the user to let us know if he is still facing this issue",Mantenimiento Cargo,INCIDENT,12/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,7,IAG GBS,
INC000001484812,IBERIA,IBERIA,01/02/2021 13:40,03/02/2021 10:19,Closed,Control-M Server: Shout by orderno: 0005ebjl I19O061 CONTROL-M/Server <Control-M@iberia.es> Mon 01-F,USCIBMAM,Application Tower,Cobol Domain,Baja,4-Baja,Issue: Existe fichero de salida Impact- No puede finalizar el job I19O061 Root Cause: El fichero existe de una ejecución anterior Steps Taken: Se borra el fichero de salida y se relanza el job,Mantenimiento COBOL,INCIDENT,07/02/2021,PROCESS FAILURE,BATCH,2,SIN IDENTIFICAR,
INC000001484813,IBERIA,IBERIA,01/02/2021 13:42,03/02/2021 08:05,Closed,EXP020: NO se puede acceder a qlikview,Aplicaciones BI,Application Tower,BI,Baja,4-Baja,"Revisamos con la usuaria que le sucede exactamente, pero comprobamos que no puede acceder a la plataforma de qlikview. Comprobamos los servicios, pero estos están fallando, tras varios reinicios conseguimos que se levanten sin errores",Mantenimiento BI,INCIDENT,07/02/2021,ACCESS FAILURE,PERMISSIONS,2,NEO-MARTINEZ VILLERGAS 49,FBP CORPORATIVO (1FIQ00)
INC000001484814,IAG CARGO,IAG CARGO,01/02/2021 13:50,03/02/2021 02:33,Closed,OCUVUELOS:,CARGO-CLIENTES,Application Tower,CARGO,Media,3-Medio,"<Issue>:: User not able to login in Ocuvuelos system <Impact>:: User not able to login in Ocuvuelos system <Analysis>:: requested for screenshots <Steps Taken to Resolve>:: User able to login without any intervention and requested to close incident <Problem Ticket Required? (Yes, No).>:: No <Can this incident be prevented? (Yes, No)> :: No",Mantenimiento Cargo,INCIDENT,07/02/2021,SOFTWARE FAILURE,,2,EDIF.112 - TALLERES GENERALES/,
INC000001484816,IBERIA,IBERIA,01/02/2021 13:49,02/02/2021 16:46,Closed,NO PERMITE CARGAR BAJA,PeopleSoft Apps Support,Application Tower,RRHH,Baja,4-Baja,user was able to save data,Mantenimiento Corporativa y RRHH,INCIDENT,06/02/2021,SOFTWARE FAILURE,,1,NEO-MARTINEZ VILLERGAS 49,NÓMINA (3YRN00)
INC000001484819,IBERIA,IBERIA,01/02/2021 14:11,01/02/2021 14:11,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),MANAGER CLIENTES ALTO VAL (ALCO00)
INC000001484820,IBERIA,IBERIA,01/02/2021 13:55,01/02/2021 13:55,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001484821,IBERIA,IBERIA,01/02/2021 13:57,01/02/2021 13:57,Closed,Solicita desbloqueo usuario LDAP.,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se comprueba acceso tras desbloqueo.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD UNLOCK,0,NEO-MARTINEZ VILLERGAS 49,NETWORK & CONNECTIONS SUP (ALS000AP)
INC000001484823,IBERIA,IBERIA,01/02/2021 15:46,01/02/2021 15:46,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001484824,IBERIA,IBERIA,01/02/2021 14:15,01/02/2021 14:19,Closed,Phishing campaign,Gestión Seguridad Informática,Seguridad,Seguridad,Media,3-Medio,"Phishing campaign reported by Agudo Garcia,Asuncion (Iberia) <aagudo@iberia.es> with subject ""Critical action required!!"" and sender Iberia <support@miqexpress.com> Redirector: https://u19277426.ct.sendgrid.net/ls/click?upn=dPPJkbME-2BFeR4mwTn-2F9G1PZidoTbIUqYEMDcGFcB7EYuNXYM5qMYiw1Jpry7iCCYL0oLX-2FSkBC07azm-2BlQScC1U4BTm2aYyqP8azHSnV-2BvbRqkZn-2F-2BW2dQQRk7RgziWuYJHx_wZcXNQsmAVxGbpRCPmcj-2FXu77nWQIhIxbJ9saPicAFmClF1UAGJhtE-2Fueg7iUfqTOlMlboN5SGK5hrETmIYAQo8u5ZLNnO78A4qPkSrHPpOc2NCSlnP2AT7yCs2jsUQKt7yep1S86af1-2FGQh2RQ43ei1F6pHI31mnapKOFexaMOtUc47T7cyk-2B-2BVAK0xcSihBuIjdw3j5Bvkw8oCGMKHZNrlp5YdiYLNgXo-2FwzHJidE-3D PHS: https://noordsmc.ca/cgi-bini/fiveoeodo/mrftehfo/secueygames/negwtod/aagudo@iberia.es 26 users received the malicious email. The sender is blocked, emails removed and user informed.",Unidad Seguridad Informática,INCIDENT,05/02/2021,SECURITY ISSUE.CYBERATTACKS,PHISING,0,NEO-MARTINEZ VILLERGAS 49,Reclamaciones (BCLMI0RL)
INC000001484825,IBERIA,IBERIA,01/02/2021 15:08,01/02/2021 15:08,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001484830,IBERIA,IBERIA,01/02/2021 15:26,01/02/2021 15:56,Closed,Solicita reset de usuario de RESIBER,CSUSAS,Server Tower,Server Tower,Media,2-Alta,[CSUSAS] Se ha reseteado la password de tsc y se ha enviado email,Unidad de Operaciones Ordenadores,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,NEO-MARTINEZ VILLERGAS 49,MNG PRODUCTO Y OPERACIONE (ALTR00GF)
INC000001484831,IBERIA,IBERIA,01/02/2021 15:40,,Assigned,[GLE001]SAP CFS - RTR module:Issue with RECEEP transaction after MX additional logic implementation,FINANCE-SUPPORT,Application Tower,FINANCE,Baja,4-Baja,,Mantenimiento Financiero,INCIDENT,04/02/2021,SOFTWARE FAILURE,,28,NEO-MARTINEZ VILLERGAS 49,SM REPORTING Y CONSOLIDAC (3YC000)
INC000001484832,IBERIA,IBERIA,01/02/2021 15:01,09/02/2021 10:36,Closed,LINUX - beml: URL error no se ha podido conectar con http://172.21.253.74:11000/api/status despues,WINDOWS ES,Server Tower,Server Tower,Media,3-Medio,API status should be checked by Application and webservice team. Please pass it to respective team. If they need any support from Unix front will guide them.,Unidad de Operaciones Ordenadores,INCIDENT,13/02/2021,PERFORMANCE ISSUE,,8,SIN IDENTIFICAR,
INC000001484833,IBERIA,IBERIA,01/02/2021 15:04,01/02/2021 15:04,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001484834,IBERIA,IBERIA,01/02/2021 15:08,11/02/2021 07:35,Closed,Fallo Peoplesoft: Actualizar los contadores desde el 2020 y activar el de 2021 que no está. nn 7267,PeopleSoft Apps Support,Application Tower,RRHH,Baja,4-Baja,Counters calculated,Mantenimiento Corporativa y RRHH,INCIDENT,15/02/2021,DATA ISSUE,,10,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),SM SOPORTE A LA OP_CTROL (AMIC00CP)
INC000001484835,IBERIA,IBERIA,01/02/2021 15:07,12/02/2021 12:07,Closed,Control-M Server: Shout by orderno: 0005eh4o D29OCTRL,USCIBMAM,Application Tower,Cobol Domain,Baja,4-Baja,Issue: Fallo D29OCTRL Impact: Bajo Root Cause: Fichero atos no recibido Steps Taken: Se reclama el fichero y se borra el job,Mantenimiento COBOL,INCIDENT,16/02/2021,PROCESS FAILURE,BATCH,11,SIN IDENTIFICAR,
INC000001484838,IBERIA,IBERIA,01/02/2021 15:15,01/02/2021 15:15,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001484839,IBERIA,IBERIA,01/02/2021 15:10,01/02/2021 16:06,Closed,LINUX_sun - cargol1.ib : Filesystem apli esta ocupado al 95.00%. Call to DBA-SERVER-Support. mc_host,DBA-Server-Support,Server Tower,Server Tower,Media,3-Medio,"<Issue>:: LINUX_sun - cargol1.ib: Filesystem app is 95.00% busy. Call to DBA-SERVER-Support. <Impact>:: Instance could get stuck, due to space issue <Analysis>:: Free space is available <Steps Taken to Resolve>:: NA <Problem Ticket Required? (Yes, No).>:: NA <Can this incident be prevented? (Yes, No)> :: NA",Unidad de Operaciones Ordenadores,INCIDENT,05/02/2021,PERFORMANCE ISSUE,LOW DISK SPACE,0,SIN IDENTIFICAR,
INC000001484841,IBERIA,IBERIA,01/02/2021 15:25,01/02/2021 16:09,Closed,[AMO001] Desbloqueo cuenta AMOS.,Flight OPS IB,Application Tower,FLIGHT OPERATIONS,Baja,4-Baja,ACCIONES: notificamos al usuario que debe acceder con la contraseña corporativa de acceso a la red de Iberia. PRUEBAS: no aplica. IMPACTO: sin impacto.,Mantenimiento Operaciones,INCIDENT,05/02/2021,SOFTWARE FAILURE,,0,EDIF.103 - HANGAR 1,MNG. REGISTROS TÉCNICOS (AMNB01)
INC000001484842,IBERIA,IBERIA,01/02/2021 15:34,01/02/2021 16:31,Closed,Contraseña Sign In,CSUSAS,Server Tower,Server Tower,Baja,4-Baja,TSC SIGN IN RESET,Unidad de Operaciones Ordenadores,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD,0,SEGURIDAD,
INC000001484845,IBERIA,IBERIA,01/02/2021 15:45,01/02/2021 16:00,Closed,Solicita reset de usuario de RESIBER,CSUSAS,Server Tower,Server Tower,Media,2-Alta,TSC RESET,Unidad de Operaciones Ordenadores,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001484847,IBERIA,IBERIA,01/02/2021 16:53,02/02/2021 12:22,Closed,Bloqueo Constante del usuario,IAG EUC Remote Support,EUC,EUC,Media,3-Medio,Spoke with user and having frequent account locked issue. user is currently working from home but we need to sorted it out this issue while connected the Iberia LAN Cable. Hence requested user to come office for connecting LAN. He is agreed to come and he will notice us once he reached office. Hence discussed with user and closing this ticket for temporarily.,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,06/02/2021,ACCESS FAILURE,,1,NEO-MARTINEZ VILLERGAS 49,NETWORK & CONNECTIONS SUP (ALS000AP)
INC000001484848,IBERIA,IBERIA,01/02/2021 15:53,01/02/2021 15:53,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001484850,IBERIA,IBERIA,01/02/2021 15:50,01/02/2021 15:50,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),MNG Soport Cliente Rolls- (AMITD2)
INC000001484852,IBERIA,IBERIA,01/02/2021 12:54,01/02/2021 12:54,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LR SOBRE (ABLY0001)
INC000001484853,IBERIA,IBERIA,01/02/2021 13:04,08/02/2021 09:51,Closed,la fecha expedición debe ser en el mismo mes del periodo de liquidación,DESANIIT_ELS,Delivery,Delivery,Media,3-Medio,Se modifican los programas E75T602 y E75T603 para que en el último periodo de facturación se informe la fecha de expedición con el último día del mes.,Mantenimiento COBOL,INCIDENT,12/02/2021,SOFTWARE FAILURE,,7,SIN IDENTIFICAR,
INC000001484855,IBERIA EXPRESS,IBERIA EXPRESS,01/02/2021 13:14,17/02/2021 16:57,Closed,[AIM001] (TCK-40936) hoja de firmas - registros duplicados,FNO-MANTENIMIENTO TERCEROS,Application Tower,FLIGHT OPERATIONS,Media,3-Medio,ACCIONES: el proveedor nos entrega un parche después de mucho analizar el problema. El usuario prueba antes de aplicar el parche y parece que ya se muestran correctamente los datos asi que de momento se acuerda no subir nada. PRUEBAS: no aplica. IMPACTO: sin impacto.,Mantenimiento Operaciones,INCIDENT,21/02/2021,SOFTWARE FAILURE,,16,MADRID / ALCAÑIZ,
INC000001484856,IBERIA,IBERIA,01/02/2021 13:08,03/02/2021 13:38,Closed,Fallo Peoplesoft:,PeopleSoft Apps Support,Application Tower,RRHH,Baja,4-Baja,updated 2020 counters,Mantenimiento Corporativa y RRHH,INCIDENT,07/02/2021,DATA ISSUE,,2,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),SM SOPORTE A LA OP_CTROL (AMIC00CP)
INC000001484858,IBERIA,IBERIA,01/02/2021 13:32,02/02/2021 11:54,Closed,[IMM003] FR- 351 S8124031.,USV_DGMI,Application Tower,Mantenimiento Dir. Técnica – MRO,Media,3-Medio,6 Orders which had the Data Inconsistency has been TECO'd successfully.,Mantenimiento Dir. Técnica,INCIDENT,06/02/2021,SOFTWARE FAILURE,,1,EDIFICIO T.M.A. - ALMACENES,TALLERES MATERIALES COMPU (AMIRT00B)
INC000001484859,IBERIA,IBERIA,01/02/2021 13:20,04/02/2021 09:21,Closed,Control-M Server: Shout by orderno: 0005eiih G54O51TI,USCIBMAM,Application Tower,Cobol Domain,Baja,4-Baja,Issue: Falla el proceso por fichero vacío. Impact: Sin impacto. Root Cause: Se produce ese error porque no hay datos para tratar. Steps Taken: se procesa una vez se reciban los datos.,Mantenimiento COBOL,INCIDENT,08/02/2021,SOFTWARE FAILURE,,3,SIN IDENTIFICAR,
INC000001484860,IBERIA,IBERIA,01/02/2021 13:23,01/02/2021 13:23,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,NEO-MARTINEZ VILLERGAS 49,MNG PROG. TRIP TEC Y TCP (APP001)
INC000001484861,IAG CARGO,IAG CARGO,01/02/2021 13:23,01/02/2021 13:53,Closed,Solicita reset de usuario de RESIBER,CSUSAS,Server Tower,Server Tower,Media,2-Alta,se resetean contraseñas y se envia correo,Unidad de Operaciones Ordenadores,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,EDIF.112 - TALLERES GENERALES/,
INC000001484862,IBERIA,IBERIA,01/02/2021 13:27,11/02/2021 04:35,Closed,[ESC009] No hay acceso a la TVCC desde tablet Panasonic supervisores zonas,IAG SITA Support,EUC,EUC,Baja,4-Baja,This issue has been resolved. Here you have the respective closure details: Tech Name: Marco Vesce Time/Date on site: 2021-02-10 09:19:28 Time/Date off site: 2021-02-10 10:45:03 Resolution details: The Panasonic tablet has been now reconfigured and its opening the TVCC web page. Release by user : Jorge,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,15/02/2021,DEFAULT,DEFAULT,10,TERMINAL T4,MNG. OPERERACIONES NET (AHMDR1)
INC000001484863,IBERIA,IBERIA,01/02/2021 13:39,01/02/2021 13:39,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001484865,IBERIA,IBERIA,01/02/2021 13:32,03/02/2021 10:25,Closed,"LINUX_ibm - El job: X25O54 con OrderID: 5eh7g del DataCenter: CTM_SERVER en la maquina: zlc, Aplicac",USCIBMAM,Application Tower,Cobol Domain,Media,3-Medio,Issue: El proceso falla debido a que faltan datos para LEVEL para la fecha del proceso Impact: No se puede realizar el cierre provisional de gestión de la producción y por tanto tampoco se puede seguir con el RES. Root Cause: Faltan datos de LEVEL para el mes 202101 en los ficheros EX25.I0.LTTM.D20.BD2 y EX25.I0.LTTY.D20.BD2 Steps Taken: Se generan los ficheros EX25.I0.LTTM.I2101.BD2 y EX25.I0.LTTY.I2101.BD2 en vacío y se arranca desde el paso siguiente.,Mantenimiento COBOL,INCIDENT,07/02/2021,PROCESS FAILURE,BATCH,2,SIN IDENTIFICAR,
INC000001484866,IBERIA,IBERIA,01/02/2021 13:35,01/02/2021 13:51,Closed,Solicita reset de usuario de RESIBER,CSUSAS,Server Tower,Server Tower,Media,2-Alta,[CSUSAS]Se hace reset en TSC y se envía correo,Unidad de Operaciones Ordenadores,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (MADRID BARAJAS),PROD.T123_PAX_AG. (AHMTS01A)
INC000001484868,IBERIA,IBERIA,01/02/2021 13:41,01/02/2021 13:41,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001484869,IAG CARGO,IBERIA,01/02/2021 13:34,01/02/2021 13:37,Closed,"alert iagcargo1 in Component:threadpool,State:HEALTH_WARN,MBean:ThreadPoolRuntime,ReasonCode:[Thread",CARGO-PORTAL,Application Tower,CARGO,Media,3-Medio,"[Issue]:alert iagcarg1 in Component:threadpool,State:HEALTH_WARN,MBean:ThreadPoolRuntime,ReasonCode:[Thread [Impact]:Custom security will not be declared [Analysis]:We have checked the application logs and the max-streaming session has reached to 10. The weblogic server restarted automatically. [Step Taken to Resolve]: N/A [Problem Ticket Required? (Yes, No).]:No [Can this incident be prevented? (Yes, No)]:No",Mantenimiento Cargo,INCIDENT,05/02/2021,PERFORMANCE ISSUE,,0,SIN IDENTIFICAR,
INC000001484870,IBERIA,IBERIA,01/02/2021 13:35,01/02/2021 13:35,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/02/2021,ACCESS FAILURE,PASSWORD RESET,0,BCN AEROPUERTO,MNG. ATENCIÓN AL PASAJER (AHABS0)
