incident code,customer company group,customer company,create date-time,resolution date-time,incident status,incident descriptio,support group,tower group,domain group,priority,resolution description,assigned organization,inc.category,last modified date,inc type,inc element,aging,localizacion cliente,departamento cliente
INC000001495073,IBERIA,IBERIA,25/02/2021 15:22,,In Progress,MFA Multifactor authentication - Ping ID: emparejamiento,WNS Team,UNKNOW,UNKNOW,Media,,Unidad Seguridad Informática,INCIDENT,25/02/2021,SOFTWARE FAILURE,,4,SIN IDENTIFICAR,
INC000001495066,IBERIA,IBERIA,25/02/2021 14:58,,Pending,Incidencia TKT,SERVICIOSRESIBER,Application Tower,PSS,Baja,,Mantenimiento Pasaje,INCIDENT,25/02/2021,SOFTWARE FAILURE,,4,SIN IDENTIFICAR,
INC000001495051,IBERIA EXPRESS,IBERIA EXPRESS,25/02/2021 14:46,,Assigned,usuario de Fausto se bloquea constantemente,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,01/03/2021,SOFTWARE FAILURE,,4,SIN IDENTIFICAR,
INC000001495040,IBERIA,IBERIA,25/02/2021 14:18,,Pending,No funciona la opción Buscar Fusión del Gestor de Bonos,AM_MTO_IBCOM,Application Tower,Ib.com,Media,,MANTENIMIENTO IB.COM,INCIDENT,01/03/2021,SOFTWARE FAILURE,APPLICATION ERROR,4,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001495031,IBERIA EXPRESS,IBERIA EXPRESS,25/02/2021 13:47,,Pending,Fallo Software:Error outlook,IAG EUC Remote Support,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,26/02/2021,SOFTWARE FAILURE,,4,SIN IDENTIFICAR,
INC000001495029,IBERIA,IBERIA,25/02/2021 13:43,,Assigned,Fallo Peoplesoft:No se puede grabar un horario en Asignación de H. laboral,PeopleSoft Apps Support,Application Tower,RRHH,Baja,,Mantenimiento Corporativa y RRHH,INCIDENT,25/02/2021,DATA ISSUE,,4,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),SM SOPORTE A LA OP_CTROL (AMIC00CP)
INC000001495027,IBERIA,IBERIA,25/02/2021 14:09,,Pending,Fallo Software: cambio de fotografía indebida,IAG EUC Remote Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,26/02/2021,SOFTWARE FAILURE,,4,HANGAR 5,TMA MECANICA. PROD CAD3 H (AMIRD0AA)
INC000001495026,IBERIA,IBERIA,25/02/2021 13:36,,Pending,Fallo Software: teclado no funciona,IAG EUC Support,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,25/02/2021,SOFTWARE FAILURE,,4,SIN IDENTIFICAR (ANT.ZONA INDUSTRIAL),MNG OPTIMIZACIÓN MANTENIM (AMIRC7)
INC000001495015,IBERIA,IBERIA,25/02/2021 13:02,,Assigned,F34,USCIBMAM,Application Tower,Cobol Domain,Baja,,Mantenimiento COBOL,INCIDENT,25/02/2021,SOFTWARE FAILURE,,4,EDIF.110 - ALMACENES GENERALES,RESP. FACT. INTERL Y AG D (3KEMV0)
INC000001495013,IBERIA,IBERIA,25/02/2021 12:59,,In Progress,Control-M Server: Shout by orderno: 0005gdwr Ha fallado el job G50O151 CONTROL-M/Server <Control-M@i,USCIBMAM,Application Tower,Cobol Domain,Baja,,Mantenimiento COBOL,INCIDENT,26/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,4,SIN IDENTIFICAR,
INC000001495012,IBERIA,IBERIA,25/02/2021 12:55,,In Progress,[COM] CKI | El link de derechos de pasajeros en la página de vuelos y pasajeros de CKI no funciona,gar_front_ibis_wcs,Delivery,Delivery,Baja,,MANTENIMIENTO IB.COM,INCIDENT,26/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,4,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001495007,IBERIA,IBERIA,25/02/2021 12:48,,Pending,[ECO002] SITA AMS // KEPLER,IAG SITA Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,26/02/2021,SOFTWARE FAILURE,,4,SIN IDENTIFICAR (BARCELONA),MYP BCN (AHABU0TI)
INC000001494997,IBERIA,IBERIA,25/02/2021 12:12,,Pending,P09: Problemas Billetes free,JAVA Apps Support,Application Tower,RRHH,Baja,,Mantenimiento Corporativa y RRHH,INCIDENT,26/02/2021,SOFTWARE FAILURE,,4,SIN IDENTIFICAR,
INC000001494984,IBERIA,IBERIA,25/02/2021 11:29,,Assigned,Fallo Peoplesoft:incidencia ausencias,PeopleSoft Apps Support,Application Tower,RRHH,Baja,,Mantenimiento Corporativa y RRHH,INCIDENT,25/02/2021,DATA ISSUE,,4,PMI AEROPUERTO,PERSONAL PMI (AHAKP0EP)
INC000001494975,IBERIA,IBERIA,25/02/2021 10:52,,Pending,Fallo Software: no logra abrir outlook.,IAG EUC Support,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,26/02/2021,SOFTWARE FAILURE,,4,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001494964,IBERIA,IBERIA,25/02/2021 10:08,,Pending,LINUX_ibm - No se han cargado los ficheros de ATPCO en Airprice. Avisar On-Call Gesing mc_host=apric,NIIT_MTO_GESING,Application Tower,REVENUE MANAGEMENT,Media,Las cargas van con retraso.,Mantenimiento Pasaje,INCIDENT,28/02/2021,PERFORMANCE ISSUE,,4,SIN IDENTIFICAR,
INC000001494962,IBERIA,IBERIA,25/02/2021 11:42,,Assigned,[TRYP]: No puede acceder al tryp y cambiar turnos al personal.,AIRPORT2,Application Tower,Aeropuertos,Media,,Mantenimiento Aeropuertos,INCIDENT,25/02/2021,SOFTWARE FAILURE,,4,HANGAR 5,TMA AVIONICA PROD CAD2 HA (AMIRD4GE)
INC000001494960,IBERIA,IBERIA,25/02/2021 11:18,,Pending,Dispositivo averiado. pantalla rota,Mobiles,Network Tower,Network Tower,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,26/02/2021,TELEPHONY FAILURE,DEVICE,4,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),MANAGER DE BACK OFFICE (AM3041)
INC000001494958,IBERIA,IBERIA,25/02/2021 10:04,,Assigned,Fallo Peoplesoft:,PeopleSoft Apps Support,Application Tower,RRHH,Baja,,Mantenimiento Corporativa y RRHH,INCIDENT,25/02/2021,DATA ISSUE,,4,NEO-MARTINEZ VILLERGAS 49,NÓMINA (3YRN00)
INC000001494940,IBERIA,IBERIA,25/02/2021 13:19,,Assigned,LINUX_sun - ibcloged15.ib : Filesystem es_data occupied 75.07%. Assign to AM_MTO_IBIS. mc_host=ibclo,AM_MTO_IBIS,Application Tower,Ib.com,Media,,MANTENIMIENTO IB.COM,INCIDENT,27/02/2021,PERFORMANCE ISSUE,,4,SIN IDENTIFICAR,
INC000001494934,IBERIA,IBERIA,25/02/2021 12:33,,Assigned,[GLE001]SAP CFS - PTP module:,FINANCE-SUPPORT,Application Tower,FINANCE,Baja,,Mantenimiento Financiero,INCIDENT,25/02/2021,SOFTWARE FAILURE,,4,SIN IDENTIFICAR (BUENOS AIRES),ARGENTINA/B. AIRES/RCL (ALSAA1BE)
INC000001494931,IBERIA,IBERIA,25/02/2021 12:11,,Pending,"Mis colegas han recibido un e-mail para renovar el antivirus ,yo no recibí nada.",ANTIVIRUS,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,25/02/2021,DEFAULT,DEFAULT,4,SIN IDENTIFICAR (CASABLANCA),GER. MARRUECOS (CASABLANC (ACW2M0C0)
INC000001494928,IBERIA,IBERIA,25/02/2021 12:09,,Assigned,Fallo Peoplesoft: Contadores empleado,PeopleSoft Apps Support,Application Tower,RRHH,Baja,,Mantenimiento Corporativa y RRHH,INCIDENT,25/02/2021,DATA ISSUE,,4,AGP AEROPUERTO,PERSONAL MALAGA (AHARP0XP)
INC000001494922,IBERIA,IBERIA,25/02/2021 11:54,,Assigned,"Fallo Peoplesoft:Asociar a TMA Jefe Validaciones,formacion, EVDs etc",PeopleSoft Apps Support,Application Tower,RRHH,Baja,,Mantenimiento Corporativa y RRHH,INCIDENT,25/02/2021,DATA ISSUE,,4,TALLER MOTORES,ACCESORIOS DE MOTOR (AMICM0CB)
INC000001494915,IBERIA,IBERIA,25/02/2021 11:32,,Pending,P09: Problemas Billetes free,JAVA Apps Support,Application Tower,RRHH,Baja,01/03: Sent second reminder 26/02: Requested user for origin and destination details to search the flights 25/02: Requested user for step by step screenshots,Mantenimiento Corporativa y RRHH,INCIDENT,01/03/2021,SOFTWARE FAILURE,,4,SIN IDENTIFICAR (TENERIFE NORTE),TMA MECANICA TCI (AMNLR0UB)
INC000001494914,OTHERS,IAG GBS,25/02/2021 11:08,,Assigned,[GLE001]SAP CFS - PTP module:Invoice scanned Multiple Times - 75302747,FINANCE-SUPPORT,Application Tower,FINANCE,Baja,,Mantenimiento Financiero,INCIDENT,25/02/2021,SOFTWARE FAILURE,,4,IAG GBS,
INC000001494912,IBERIA,IBERIA,25/02/2021 11:05,,In Progress,P09: Problemas Billetes free,JAVA Apps Support,Application Tower,RRHH,Baja,26-02 suggested solution to user 25-02 sent mail to user for screenshot,Mantenimiento Corporativa y RRHH,INCIDENT,01/03/2021,SOFTWARE FAILURE,,4,NEO-MARTINEZ VILLERGAS 49,DELEG COMER CENTRO Y NORT (ACVEM0)
INC000001494897,IBERIA,IBERIA,25/02/2021 10:00,,Pending,[PORTAL EMPLEADO] problema de fichaje,PeopleSoft Apps Support,Application Tower,RRHH,Baja,As per our system user still under ERTE suspension which started from 22 Feb 2021 so signings won't get recorded.If user want to revoke ERTE suspension asked to contact local HR.Sent mail to confirm,Mantenimiento Corporativa y RRHH,INCIDENT,01/03/2021,SOFTWARE FAILURE,APPLICATION ERROR,4,EDIFICIO T.M.A. - ALMACENES,SALVAMENTO (AMICS0BD)
INC000001494893,IBERIA,IBERIA,25/02/2021 10:05,,Assigned,Fallo Software: Config de Java,IAG EUC Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,01/03/2021,SOFTWARE FAILURE,,4,EDIFICIO T.M.A. - ALMACENES,INGENIERIA SISTEMAS (AMIRT0RA)
INC000001494882,IBERIA,IBERIA,25/02/2021 09:13,,In Progress,MFA Multifactor authentication - Ping ID:,WNS Team,UNKNOW,UNKNOW,Media,,Unidad Seguridad Informática,INCIDENT,25/02/2021,SOFTWARE FAILURE,,4,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),RESP. PROGRAM REVISIONES (AMNB01NZ)
INC000001494880,IBERIA,IBERIA,25/02/2021 09:01,,Assigned,Incidencia RES,RSV,Application Tower,PSS,Media,,Mantenimiento Pasaje,INCIDENT,25/02/2021,SOFTWARE FAILURE,,4,SIN IDENTIFICAR,
INC000001494878,IBERIA EXPRESS,IBERIA EXPRESS,25/02/2021 09:34,,Pending,Outlook IberiaExpress. Cuenta bloqueada,IAG EUC Remote Support,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,26/02/2021,ACCESS FAILURE,,4,MADRID / ALCAÑIZ,
INC000001494871,IBERIA,IBERIA,25/02/2021 08:40,,Pending,Revisión antivirus: anuncios pop constantes,ANTIVIRUS,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,26/02/2021,PERFORMANCE ISSUE,HANG,4,NEO-MARTINEZ VILLERGAS 49,CUSTOMER CENTER B2B & CLA (BCLMI0)
INC000001494867,IBERIA,IBERIA,25/02/2021 08:11,,Pending,100% /mnt and / filesystem || ovmdes,ORACLE-LINUX-Support,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,26/02/2021,SOFTWARE FAILURE,ORACLE - AIX,4,SIN IDENTIFICAR,
INC000001494859,IBERIA,IBERIA,25/02/2021 06:45,,Assigned,LINUX_sun - Parametro /BEAWLS_MESSAGING_BRIDGE/osb_server1^osb_server1^Med_FC_MQToJmsBridge/State es,TSSUNUNISYS-BBDD,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,25/02/2021,PERFORMANCE ISSUE,,4,SIN IDENTIFICAR,
INC000001494857,IBERIA,IBERIA,25/02/2021 05:53,,Pending,Fallo Hardware en PC,IAG SITA Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,28/02/2021,HARDWARE FAILURE,,4,SIN IDENTIFICAR (MADRID BARAJAS),T.C.MAD- DOCUM. (AGDM00MA)
INC000001494849,IBERIA,IBERIA,25/02/2021 09:45,,Assigned,Incidencia TKT. ResiberNetPortales Database Alert in Dynatrace,RESIBER GARANTIA TKT,Delivery,Delivery,Media,,Mantenimiento Pasaje,INCIDENT,25/02/2021,SOFTWARE FAILURE,,4,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001494845,IBERIA,IBERIA,25/02/2021 09:16,,Pending,[CICLOPE] (CRQ157317) Duplicados en vista REMARKS.,Flight OPS IB,Application Tower,FLIGHT OPERATIONS,Baja,,Mantenimiento Operaciones,INCIDENT,26/02/2021,SOFTWARE FAILURE,,4,TALLER MOTORES,MNG PLANIFICACIÓN MATERIA (AMICTP)
INC000001494841,IBERIA,IBERIA,25/02/2021 09:09,,Pending,Fallo Software: problemas outlook,IAG EUC Remote Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,26/02/2021,SOFTWARE FAILURE,,4,SIN IDENTIFICAR,
INC000001494837,IBERIA,IBERIA,25/02/2021 08:50,,Assigned,[NDCSUPPORT]Trazar en capa NDC los warnings que se devuelven al cliente,NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,https://transform.atlassian.net/browse/NDC-15680,MANTENIMIENTO IB.COM,INCIDENT,25/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,4,SIN IDENTIFICAR,
INC000001494836,IBERIA,IBERIA,25/02/2021 08:46,,Pending,Fallo Peoplesoft: NO PUEDE VOLCAR INCPC EN PEOPLE,PeopleSoft Apps Support,Application Tower,RRHH,Media,Process is runnnig,Mantenimiento Corporativa y RRHH,INCIDENT,26/02/2021,DATA ISSUE,,4,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),SM SOPORTE A LA OP_CTROL (AMIC00CP)
INC000001494832,IBERIA,IBERIA,25/02/2021 09:32,,Pending,Fallo Software: No puede acceder al outlook.,IAG SITA Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,01/03/2021,SOFTWARE FAILURE,,4,BCN AEROPUERTO,MNG. ATENCIÓN AL PASAJER (AHABS0)
INC000001494831,IBERIA,IBERIA,25/02/2021 08:28,,Assigned,[NDCSUPPORT] UNABLE - CODESHARE FLIGHT',SERVICIOSRESIBER,Application Tower,PSS,Media,,Mantenimiento Pasaje,INCIDENT,26/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,4,SIN IDENTIFICAR,
INC000001494761,IBERIA,IBERIA,24/02/2021 19:49,,Pending,[ICC002] SALESFORCE SERVICE CLOUD JIMENEZ MARTIN / ARTURO / PLATINO / FF00984104 / DISCREPANCIA ENTR,AM_MTO_MDM,Application Tower,Comercial y CRM,Media,,Mantenimiento Comercial y CRM,INCIDENT,26/02/2021,SOFTWARE FAILURE,,5,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),MANAGER CLIENTES ALTO VAL (ALCO00)
INC000001494760,IAG CARGO,IBERIA,24/02/2021 19:08,,Pending,[CARGO FENIX IMP] RETENER/LIBERAR FENIX CAJA,CARGO-FENIX,Application Tower,CARGO,Media,,Mantenimiento Cargo,INCIDENT,26/02/2021,SOFTWARE FAILURE,,5,SIN IDENTIFICAR (MADRID BARAJAS),T.C.MAD- DOCUM. (AGDM00MA)
INC000001494731,IBERIA,IBERIA,24/02/2021 22:02,,In Progress,MFA Multifactor authentication - Ping ID: PIN de desbloqueo de PINGID no funciona,WNS Team,UNKNOW,UNKNOW,Media,Device has been unpaired and notified to user with same.,Unidad Seguridad Informática,INCIDENT,26/02/2021,SOFTWARE FAILURE,,5,SIN IDENTIFICAR,
INC000001494723,IBERIA,IBERIA,24/02/2021 20:35,,Assigned,Control-M Server: Shout by orderno: 0005gace V50OCUT1,USCIBMAM,Application Tower,Cobol Domain,Baja,,Mantenimiento COBOL,INCIDENT,24/02/2021,SOFTWARE FAILURE,,5,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001494714,IBERIA,IBERIA,24/02/2021 19:40,,Pending,Fallo Software:,IAG EUC Remote Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,25/02/2021,SOFTWARE FAILURE,,5,IBZ AEROPUERTO,COORDINACION Y CONTROL IB (AHAKISCI)
INC000001494699,IBERIA,IBERIA,24/02/2021 16:07,,Assigned,"[NDCSUPPORT]Error en emisión de reserva con descuento de residentes, tarifa privada y niño",NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,https://transform.atlassian.net/browse/NDC-15679,MANTENIMIENTO IB.COM,INCIDENT,25/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,5,SIN IDENTIFICAR,
INC000001494673,IBERIA,IBERIA,24/02/2021 14:30,,In Progress,[CICLOPE] Vuelos con carga en CICLOPE y sin carga en GESTIÓN DE LA PRODUCCIÓN,Flight OPS IB,Application Tower,FLIGHT OPERATIONS,Baja,,Mantenimiento Operaciones,INCIDENT,26/02/2021,SOFTWARE FAILURE,,5,NEO-MARTINEZ VILLERGAS 49,S. MNGPLANIFICACIÓN PROGR (ACDPR0)
INC000001494658,IBERIA,IBERIA,24/02/2021 13:33,,Assigned,List of the Domain Controllers,E-Security,Server Tower,Server Tower,Baja,,Unidad de Operaciones Ordenadores,INCIDENT,24/02/2021,SECURITY ISSUE.INFORMATION ASSETS,,5,,
INC000001494642,IBERIA,IBERIA,24/02/2021 17:36,,Pending,Error en el envío del PNRGOV por XTCA 525,CKI,Application Tower,PSS,Baja,,Mantenimiento Pasaje,INCIDENT,25/02/2021,SOFTWARE FAILURE,,5,,
INC000001494641,IBERIA,IBERIA,24/02/2021 18:30,,Pending,ENVÍO SIGNATURIT CON ERROR,MICROSOFT OFFICE365,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,25/02/2021,SOFTWARE FAILURE,,5,NEO-MARTINEZ VILLERGAS 49,NÓMINA (3YRN00)
INC000001494639,IBERIA,IBERIA,24/02/2021 17:54,,Assigned,[GLE001] SAP CFS - DOC module:,FINANCE-SUPPORT,Application Tower,FINANCE,Baja,,Mantenimiento Financiero,INCIDENT,25/02/2021,SOFTWARE FAILURE,,5,SIN IDENTIFICAR,
INC000001494615,IBERIA,IBERIA,24/02/2021 15:48,,In Progress,MFA Multifactor authentication - Ping ID:,WNS Team,UNKNOW,UNKNOW,Baja,Device has been unpaired and notified to user with same.,Unidad Seguridad Informática,INCIDENT,24/02/2021,SOFTWARE FAILURE,,5,NEO-MARTINEZ VILLERGAS 49,Mng Acuerdos Com Instituc (ACWX01)
INC000001494607,IBERIA,IBERIA,24/02/2021 15:19,,Pending,Fallo Software: WEVIL,IAG SITA Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,01/03/2021,SOFTWARE FAILURE,,5,IBZ AEROPUERTO,TRAFICO IBIZA (AHAKISAP)
INC000001494604,IBERIA,IBERIA,24/02/2021 15:35,,Pending,[IMM003] SAP MRO - ZIR133_1 Formulario EASA FAA SINGLE - Casilla 14c sin contenido,USV_DGMI,Application Tower,Mantenimiento Dir. Técnica – MRO,Baja,,Mantenimiento Dir. Técnica,INCIDENT,26/02/2021,SOFTWARE FAILURE,,5,EDIFICIO T.M.A. - ALMACENES,MNG TALLER DE MECÁNICOS (AMICS1)
INC000001494582,IBERIA,IBERIA,24/02/2021 13:37,,Assigned,[API-CYB] Transacciones en Cybersource con MDD=31 (Document Type) incorrecto,AM_MTO_IBIS,Application Tower,Ib.com,Media,,MANTENIMIENTO IB.COM,INCIDENT,25/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,5,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001494562,IBERIA,IBERIA,24/02/2021 13:02,,Assigned,No puede enviar correos a través de outlook.,Microsoft o365 Infrastructure,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,24/02/2021,SOFTWARE FAILURE,,5,NEO-MARTINEZ VILLERGAS 49,SENIOR MANAGER AGENCIAS (ACVT00)
INC000001494557,IBERIA,IBERIA,24/02/2021 13:09,,Assigned,"Incidencia CKI, Incorrect",RESIBER GARANTIA CKI,Delivery,Delivery,Media,,Mantenimiento Pasaje,INCIDENT,24/02/2021,ACCESS FAILURE,,5,SIN IDENTIFICAR,
INC000001494555,IBERIA,IBERIA,24/02/2021 12:47,,Assigned,Fallo Software: Apertura incidencia acceso OpenVPN,IAG EUC Remote Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,01/03/2021,SOFTWARE FAILURE,,5,DESCONOCIDO,MANAGER LOYALTY (ACFM10)
INC000001494534,IBERIA,IBERIA,24/02/2021 12:20,,Pending,P09: Problemas Billetes free,JAVA Apps Support,Application Tower,RRHH,Baja,"01/03: Sent second reminder mail 26/02: sent first reminder mail to the user 24/01:Informed user about the status of the ticket, user has to confirm",Mantenimiento Corporativa y RRHH,INCIDENT,01/03/2021,SOFTWARE FAILURE,,5,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001494533,IBERIA,IBERIA,24/02/2021 12:03,,Pending,[FCM001] (BR-IBE-85471) ARMS CCO Offline grabado no deja acceder a sacar excel de los cambios,FNO-MANTENIMIENTO TERCEROS,Application Tower,FLIGHT OPERATIONS,Media,,Mantenimiento Operaciones,INCIDENT,24/02/2021,SOFTWARE FAILURE,,5,NEO-MARTINEZ VILLERGAS 49,MNG PLANIF TÁCTICA Y ANAL (APP005)
INC000001494497,IBERIA,IBERIA,24/02/2021 09:33,,Assigned,Unable to process the Kafka message//iagib-omse03P/IMPORTANT!!,RESIBER GARANTIA RSV,Delivery,Delivery,Media,,Mantenimiento Pasaje,INCIDENT,24/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,5,MANDOS,
INC000001494471,IBERIA,IBERIA,24/02/2021 09:27,,Pending,Fallo Software:,IAG EUC Remote Support,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,01/03/2021,SOFTWARE FAILURE,,5,BCN AEROPUERTO,OPS CONTROL (AMNLB0PC)
INC000001494461,IBERIA,IBERIA,24/02/2021 08:21,,Pending,Fallo Software: Error de aplicacion Gonow que no inicia.,IAG EUC Remote Support,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,24/02/2021,SOFTWARE FAILURE,,5,IBZ AEROPUERTO,TRAFICO IBIZA (AHAKISAP)
INC000001494444,IBERIA,IBERIA,24/02/2021 12:16,,In Progress,I1-InitialAccess-T1078.001-DefaultAccountLoginAttemptDetectedWindows-SPL001,Gestión Seguridad Informática,Seguridad,Seguridad,Media,Checking,Unidad Seguridad Informática,INCIDENT,25/02/2021,SECURITY ISSUE,,5,SIN IDENTIFICAR,
INC000001494419,IBERIA,IBERIA,24/02/2021 11:24,,In Progress,MFA Multifactor authentication - Ping ID: Móvil reestablecido a origen de fábrica.,WNS Team,UNKNOW,UNKNOW,Media,Device has been unpaired and notified to user with same.,Unidad Seguridad Informática,INCIDENT,24/02/2021,SOFTWARE FAILURE,,5,TALLER MOTORES,MODULOS (AMITM0BB)
INC000001494413,IBERIA,IBERIA,24/02/2021 10:52,,Pending,[PORTAL EMPLEADO] Solicitud de información sobre la tarjeta,JAVA Apps Support,Application Tower,RRHH,Baja,01/03: 2nd Reminder sent 25/02: Email sent to user to get screenshots,Mantenimiento Corporativa y RRHH,INCIDENT,01/03/2021,SOFTWARE FAILURE,APPLICATION ERROR,5,SIN IDENTIFICAR (VUELO),FLOTA A320 (AVVIC0A0)
INC000001494405,IBERIA,IBERIA,24/02/2021 10:41,,Pending,[FCM001] (BR-IBE-85470) ARMS CCO: Informes Report builder VIEWS sobre MX Activity,FNO-MANTENIMIENTO TERCEROS,Application Tower,FLIGHT OPERATIONS,Media,,Mantenimiento Operaciones,INCIDENT,24/02/2021,SOFTWARE FAILURE,,5,NEO-MARTINEZ VILLERGAS 49,MNG PLANIF TÁCTICA Y ANAL (APP005)
INC000001494375,IBERIA,IBERIA,24/02/2021 08:31,,Assigned,Control-M Server: Shout by orderno: 0005gac0 V50OIN2,USCIBMAM,Application Tower,Cobol Domain,Baja,,Mantenimiento COBOL,INCIDENT,24/02/2021,PROCESS FAILURE,,5,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001494350,IBERIA,IBERIA,24/02/2021 05:30,,Assigned,LINUX_sun - ibcweb2.ib : Filesystem opt-splunkforwarder is occupied 90.00%. Call out to SOPORTE LINU,ESecurity_Splunk,Server Tower,Server Tower,Media,"Hi Team, Splunk team do not have access to this server, please execute the below command as root/splunk user to reduce the mount space Login as root/splunk cd /opt/splunkforwarder/var/log/splunk rm -fr health.log.* metrics.log.* splunkd.log.*",Unidad de Operaciones Ordenadores,INCIDENT,01/03/2021,PERFORMANCE ISSUE,,5,SIN IDENTIFICAR,
INC000001494349,IBERIA,IBERIA,24/02/2021 05:27,,Assigned,LINUX - ibcvarwww1.ib : Filesystem opt-splunkforwarder is occupied 90.00%. Call out to SOPORTE LINUX,ESecurity_Splunk,Server Tower,Server Tower,Media,"Hi Team, Splunk team do not have access to this server, please execute the below command as root/splunk user to reduce the mount space Login as root/splunk cd /opt/splunkforwarder/var/log/splunk rm -fr health.log.* metrics.log.* splunkd.log.*",Unidad de Operaciones Ordenadores,INCIDENT,01/03/2021,PERFORMANCE ISSUE,,5,SIN IDENTIFICAR,
INC000001494264,IAG CARGO,IBERIA,23/02/2021 17:03,,Pending,[OPTIMA] Optima returns 'No routes found',CARGO-OPTIMA ACN,Application Tower,CARGO,Baja,,Mantenimiento Cargo,INCIDENT,24/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,6,SIN IDENTIFICAR,
INC000001494263,IBERIA,IBERIA,23/02/2021 16:42,,Pending,Fallo Software:,IAG SITA Support,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,28/02/2021,SOFTWARE FAILURE,,6,SIN IDENTIFICAR (QUITO),GERENCIA ECUADOR (QUITO) (ACW3E0Q0)
INC000001494262,IBERIA,IBERIA,23/02/2021 16:57,,Pending,Fallo Software: User have Authenticator Issue,BA_ITSC NEW,Service Ops Tower,Service Ops Tower,Media,,Unidad Control del Servicio,INCIDENT,25/02/2021,SOFTWARE FAILURE,,6,SIN IDENTIFICAR,
INC000001494255,IBERIA,IBERIA,23/02/2021 16:40,,Assigned,Problemas de conectividad:,TSSUNUNISYS-BBDD,Server Tower,Server Tower,Baja,,Unidad de Operaciones Ordenadores,INCIDENT,24/02/2021,COMMUNICATIONS FAILURE,,6,SIN IDENTIFICAR,MNG. SOPORTE DE APLICACIO (ASXAG1)
INC000001494227,IBERIA,IBERIA,24/02/2021 00:08,,Pending,Fallo Software:Ref laptop escala GIG,IAG EUC Remote Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,26/02/2021,SOFTWARE FAILURE,,5,SIN IDENTIFICAR (RIO DE JANEIRO),BRASIL/RIO/RCL (ALSAANRE)
